SIN(s),SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE,CONTRACT END DATE
132-51,Training Spec III,Bachelors,8,Hour,$114.84,GS-35F-047CA,4M RESEARCH,S,IT Schedule 70,Both,2,11/4/2014,11/3/2019
132-51,Training Spec III,Bachelors,8,Hour,$117.02,GS-35F-047CA,4M RESEARCH,S,IT Schedule 70,Both,3,11/4/2014,11/3/2019
132-51,Training Spec III,Bachelors,8,Hour,$119.24,GS-35F-047CA,4M RESEARCH,S,IT Schedule 70,Both,4,11/4/2014,11/3/2019
132-51,Training Spec III,Bachelors,8,Hour,$121.51,GS-35F-047CA,4M RESEARCH,S,IT Schedule 70,Both,5,11/4/2014,11/3/2019
132-51,Cybersecurity Manager,Bachelors,5,Hour,$102.14,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,IT SME Analyst,Bachelors,3,Hour,$76.36,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,IT SME Engineer,Bachelors,3,Hour,$81.12,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,Program Manager,Bachelors,6,Hour,$114.20,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,Project Manager,Bachelors,5,Hour,$104.95,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,Senior Systems Engineer,Bachelors,5,Hour,$100.26,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,Technical Writer/Editor,Bachelors,3,Hour,$52.68,GS-35F-328CA,8 CONSULTING LLC,S,IT Schedule 70,Customer,1,5/13/2015,5/14/2020
132-51,Application Architect,Bachelors,4,Hour,$134.67,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Application Developer,Bachelors,2,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Application Systems Analyst,Bachelors,2,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Audio Visual Engineer,Bachelors,4,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Biostatistician,Bachelors,2,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Business Intelligence Specialist,Bachelors,2,Hour,$104.75,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Business Planning and Analysis,Bachelors,2,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Business Systems Analyst,Bachelors,2,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Client-Server Applications Developer,Bachelors,2,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Communication Analyst,Bachelors,4,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Computer Operator,Bachelors,2,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Customer Support Technician,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Data Analyst,Bachelors,2,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Data Architect,Bachelors,2,Hour,$104.75,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Data Reporting Analyst,Bachelors,2,Hour,$89.78,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Data Warehousing Developer,Bachelors,2,Hour,$104.75,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Database Administrator,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Desktop Engineer,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Help Desk Specialist,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,IT Security Specialist,Bachelors,2,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Network Analyst,Bachelors,4,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Network Engineer,Bachelors,4,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Project Manager,Bachelors,2,Hour,$134.67,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,QA Analyst,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,QA Engineer,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Release Manager,Bachelors,2,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Research Computing Lead,Bachelors,4,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Senior Communication Analyst,Bachelors,2,Hour,$109.73,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Senior Network Analyst,Bachelors,2,Hour,$74.82,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Software Systems Analyst,Bachelors,2,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Systems Administrator,Bachelors,4,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Technical Trainer,Bachelors,2,Hour,$59.86,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Web Designer,Bachelors,4,Hour,$79.81,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Web Software Developer,Bachelors,4,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Web Technical Administrator,Bachelors,4,Hour,$139.66,GS-35F-351CA,ABACUS SERVICE CORPORATION,s,IT Schedule 70,Both,1,6/2/2015,6/1/2020
132-51,Network Engineer,Bachelors,8,Hour,$149.62,GS-35F-420BA,"ACCUNET SOLUTIONS, INC.",s,IT Schedule 70,Both,1,7/7/2014,7/6/2019
132-51,Project Engineer,Bachelors,6,Hour,$149.62,GS-35F-420BA,"ACCUNET SOLUTIONS, INC.",s,IT Schedule 70,Both,1,7/7/2014,7/6/2019
132-51,Security Engineer,Bachelors,8,Hour,$244.43,GS-35F-420BA,"ACCUNET SOLUTIONS, INC.",s,IT Schedule 70,Both,1,7/7/2014,7/6/2019
132-51,Sr Vulnerability Assessment and Penetration Testing Engineer,Masters,5,Hour,$433.90,GS-35F-420BA,"ACCUNET SOLUTIONS, INC.",s,IT Schedule 70,Both,1,7/7/2014,7/6/2019
132-51,Storage Engineer,Bachelors,5,Hour,$149.62,GS-35F-420BA,"ACCUNET SOLUTIONS, INC.",s,IT Schedule 70,Both,1,7/7/2014,7/6/2019
132-51,VMware Engineer,Bachelors,5,Hour,$149.62,GS-35F-420BA,"ACCUNET SOLUTIONS, INC.",s,IT Schedule 70,Both,1,7/7/2014,7/6/2019
132-51,Business Analyst,Bachelors,2,Hour,$38.99,GS-35F-152CA,ACHIEVA IT INC.,S,IT Schedule 70,Both,1,1/28/2015,1/27/2020
132-51,Org Change Management,Bachelors,2,Hour,$104.28,GS-35F-152CA,ACHIEVA IT INC.,S,IT Schedule 70,Both,1,1/28/2015,1/27/2020
132-51,Quality Analyst,Bachelors,2,Hour,$36.27,GS-35F-152CA,ACHIEVA IT INC.,S,IT Schedule 70,Both,1,1/28/2015,1/27/2020
132-51,Senior Business Analyst,Bachelors,4,Hour,$54.41,GS-35F-152CA,ACHIEVA IT INC.,S,IT Schedule 70,Both,1,1/28/2015,1/27/2020
132-51,Senior Java /J2ee Developer,Bachelors,4,Hour,$60.76,GS-35F-152CA,ACHIEVA IT INC.,S,IT Schedule 70,Both,1,1/28/2015,1/27/2020
132-51,Systems Analyst,Bachelors,2,Hour,$65.29,GS-35F-152CA,ACHIEVA IT INC.,S,IT Schedule 70,Both,1,1/28/2015,1/27/2020
132-51,"Active Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
ExchangeActive Data 
Exchange",Bachelors,2,Hour,$167.51,GS-35F-320CA,"ACTIVE DATA, INC.",S,IT Schedule 70,Contractor,1,5/15/2015,5/14/2020
132-51,Computer Consultant,Bachelors,8,Hour,$216.12,GS-35F-441CA,"ADNET, INC.",S,IT Schedule 70,Both,1,7/24/2015,7/23/2020
132-51,Jr. Computer Consultant,Bachelors,3,Hour,$186.65,GS-35F-441CA,"ADNET, INC.",S,IT Schedule 70,Both,1,7/24/2015,7/23/2020
132-51,QA Computer Consultant,Bachelors,6,Hour,$98.24,GS-35F-441CA,"ADNET, INC.",S,IT Schedule 70,Both,1,7/24/2015,7/23/2020
132-51,Sr. Computer Consultant,Bachelors,12,Hour,$235.77,GS-35F-441CA,"ADNET, INC.",S,IT Schedule 70,Both,1,7/24/2015,7/23/2020
132-51,Technical Writer/ Editor,Bachelors,6,Hour,$73.68,GS-35F-441CA,"ADNET, INC.",S,IT Schedule 70,Both,1,7/24/2015,7/23/2020
132-51,Administrative Support Staff,Associates,2,Hour,$38.49,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC.",S,IT Schedule 70,Customer,1,9/29/2015,9/30/2020
132-51,Design Engineering,Bachelors,5,Hour,$139.52,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC.",S,IT Schedule 70,Customer,1,9/29/2015,9/30/2020
132-51,Engineering Intern,High School,0,Hour,$28.87,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC.",S,IT Schedule 70,Customer,1,9/29/2015,9/30/2020
132-51,Engineering Technician,Bachelors,1,Hour,$72.17,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC.",S,IT Schedule 70,Customer,1,9/29/2015,9/30/2020
132-51,Senior Design Engineering,Bachelors,8,Hour,$158.77,GS-35F-006DA,"ADVANCED ELECTRONIC DESIGNS, INC.",S,IT Schedule 70,Customer,1,9/29/2015,9/30/2020
132-51,Application Architect,Bachelors,10,Hour,$148.10,GS-35F-088CA,"ADVANCED NETWORK CONSULTING, INC",S,IT Schedule 70,Both,2,12/2/2014,12/1/2019
132-51,Program Manager,Bachelors,10,Hour,$138.23,GS-35F-088CA,"ADVANCED NETWORK CONSULTING, INC",S,IT Schedule 70,Both,2,12/2/2014,12/1/2019
132-51,Project Manager,Bachelors,10,Hour,$138.23,GS-35F-088CA,"ADVANCED NETWORK CONSULTING, INC",S,IT Schedule 70,Both,2,12/2/2014,12/1/2019
132-51,Senior Technical Analyst,Bachelors,10,Hour,$148.10,GS-35F-088CA,"ADVANCED NETWORK CONSULTING, INC",S,IT Schedule 70,Both,2,12/2/2014,12/1/2019
132-51,Subject Matter Expert,Bachelors,10,Hour,$153.04,GS-35F-088CA,"ADVANCED NETWORK CONSULTING, INC",S,IT Schedule 70,Both,2,12/2/2014,12/1/2019
132-51,Applications Engineer 1,Associates,2,Hour,$141.99,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Applications Engineer 2,Bachelors,1,Hour,$176.43,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Applications Engineer 3,Bachelors,2,Hour,$201.49,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Cyber Engineer 2,Bachelors,3,Hour,$181.04,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Cyber Engineer 3,Bachelors,4,Hour,$211.57,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Cybersecurity Engineer 1,Bachelors,2,Hour,$157.03,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Help Desk 1,High School,2,Hour,$45.61,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Help Desk 2,High School,3,Hour,$56.10,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Help Desk Manager,Associates,2,Hour,$66.76,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Information Technology (IT) Architect,Bachelors,4,Hour,$222.15,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Information Technology (IT) Consultant,Bachelors,4,Hour,$227.32,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Jr. SME,Bachelors,4,Hour,$216.49,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Junior Project Manager,Associates,2,Hour,$86.76,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Mobility Engineer 1,High School,4,Hour,$138.38,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Mobility Engineer 2,High School,5,Hour,$169.27,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Mobility Engineer 3,Bachelors,2,Hour,$196.37,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Engineer 1,High School,4,Hour,$137.15,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Engineer 2,High School,5,Hour,$161.12,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Engineer 3,Bachelors,2,Hour,$187.01,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Operation Center (NOC) Manager,High School,5,Hour,$127.14,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Operations Center (NOC) 1,High School,2,Hour,$92.33,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Operations Center (NOC) 2,High School,3,Hour,$101.57,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Network Operations Center (NOC) 3,High School,6,Hour,$111.73,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Principal 1,Bachelors,6,Hour,$219.96,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Project Manager,Associates,6,Hour,$116.50,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Security Operations Center (SOC) 1,High School,2,Hour,$97.17,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Security Operations Center (SOC) 2,High School,3,Hour,$106.88,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Security Operations Center (SOC) 3,High School,5,Hour,$121.78,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Security Operations Center (SOC) Manager,High School,4,Hour,$131.53,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Senior Architect,Bachelors,6,Hour,$244.92,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Senior Information Technology (IT Consultant,Bachelors,6,Hour,$249.61,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Senior. SME,Bachelors,6,Hour,$219.21,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Technical Manager,High School,6,Hour,$74.76,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Technician 1,High School,1,Hour,$50.65,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Technician 2,High School,3,Hour,$61.29,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Unified Communciatios Engineer 1,High School,4,Hour,$140.73,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Unified Communciatios Engineer 2,High School,5,Hour,$166.45,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Unified Communciatios Engineer 3,Bachelors,2,Hour,$191.90,GS-35F-390BA,AFGLOBE COMMUNICATIONS INC,S,IT Schedule 70,Both,1,6/5/2015,6/4/2019
132-51,Account executive,Masters,15,Hour,$263.22,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,Database administrator,Bachelors,6,Hour,$100.50,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,Developer,Bachelors,10,Hour,$119.65,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,IT Project manager,Bachelors,10,Hour,$167.51,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,Junior developer,Bachelors,4,Hour,$81.36,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,Senior developer,Bachelors,10,Hour,$167.51,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,System administrator,Bachelors,6,Hour,$100.50,GS-35F-395BA,AGILEANA L.C.,S,IT Schedule 70,Customer,2,6/12/2014,6/11/2019
132-51,Functional Consultant I,Bachelors,1,Hour,$122.17,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Functional Consultant II,Bachelors,2,Hour,$161.26,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Functional Consultant III,Bachelors,3,Hour,$185.69,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Functional Consultant IV,Bachelors,4,Hour,$205.24,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Functional Solution Architect I,Bachelors,5,Hour,$219.90,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Functional Solution Architect II,Bachelors,6,Hour,$254.11,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Infrastructure Consultant II,Bachelors,2,Hour,$171.03,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Infrastructure Consultant III,Bachelors,3,Hour,$185.69,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Infrastructure Consultant IV,Bachelors,4,Hour,$219.90,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
132-51,Project Coordinator I,Bachelors,1,Hour,$97.73,GS-35F-499CA,AKA ENTERPRISE SOLUTIONS,S,IT Schedule 70,Contractor,1,9/15/2015,9/16/2020
